bank_quarter_id,ticker,report_year,report_quarter,quarter_label,period_end,period_end_date,asof_trade_date,exchange,trading_history_years,years_listed,listing_date_after_period_flag,total_assets_bn_vnd,customer_loans_bn_vnd,customer_deposits_bn_vnd,equity_bn_vnd,daily_return_asof,ret_3m,ret_6m,vol_20d,avg_volume_20d,price_momentum_score,liquidity_score,risk_score_basic,roe_pct,net_income_reported_bn_vnd,operating_profit_before_provision_bn_vnd,provision_expense_abs_bn_vnd,nim_proxy,loan_growth_yoy,deposit_growth_yoy,debt_to_equity,current_ratio_proxy,npl_ratio,llr,casa_ratio,market_cap_bn_vnd,log_market_cap,book_equity_bn_vnd,pb_ratio,daily_return_asof_missing,ret_3m_missing,ret_6m_missing,vol_20d_missing,avg_volume_20d_missing,net_income_reported_missing,nim_proxy_missing,loan_growth_yoy_missing,deposit_growth_yoy_missing,debt_to_equity_missing,current_ratio_proxy_missing,npl_ratio_missing,llr_missing,casa_ratio_missing,prev_year_annual_ocr_missing,market_cap_missing,book_equity_missing,pb_ratio_missing,log_market_cap_missing,years_listed_missing,trading_history_years_missing,segment_label
196,BID,2016,3,2016Q3,201609,2016-09-30,2016-09-30,HOSE,0.84126984126984126984,2.6830937713894593,0,950377.908000000000,664598.285000000000,709881.032000000000,45913.048000000000,0.00000000000000000000,-0.02847380410022779043,0.02400960384153661465,0.0167516699951639037124439582858672615385,1172443.000000000000,0.5,0.625,0.375,4.35,1965.9700000000000000,4908.4520000000000000,2478.1850000000000000,0.69183978509132458100,,,19.6995167909566797,0.12241573984422125587,1.67999679497074429100,74.76910942063005784900,18.45738885885561486900,62098.956241300000,11.036484460071784,45913.048000000000,1.3525339515969404,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Risky
312,CTG,2016,3,2016Q3,201609,2016-09-30,2016-09-30,HOSE,0.78174603174603174603,7.2087611225188227,0,900754.353000000000,618512.355000000000,625486.042000000000,61300.681000000000,-0.01098901098901098901,-0.00826446280991735537,0.0404624277456647,0.0092808829747432252441239476817951882286,340409.500000000000,0.6875,0.5,0.125,2.94,1774.9460000000000000,4180.5070000000000000,1968.2550000000000000,0.67842519132488906000,,,13.6940350140645256,0.12496222781428252541,0.91849568291473717400,92.05767020622227977600,,55922.001386400000,10.931713166438913,61300.681000000000,0.91225742478130055358,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,Risky
380,EIB,2016,3,2016Q3,201609,2016-09-30,2016-09-30,HOSE,1.0119047619047619,6.9267624914442163,0,123996.694000000000,79502.759000000000,103157.890000000000,13334.472000000000,0.00000000000000000000,-0.09716599190283400810,-0.01906158357771260997,0.0204962580179695335293826588870778840400,97123.500000000000,0.25,0.125,0.5,0.74,98.3370000000000000,384.9390000000000000,261.8510000000000000,0.58575236277180399100,,,8.2989579189937179,0.14141205297685058231,1.85874925223978841300,55.21551636588907959000,,12461.600860830000,9.4304072640910032,13334.472000000000,0.93454025482448798873,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,Safe
590,MBB,2016,3,2016Q3,201609,2016-09-30,2016-09-30,HOSE,1.0119047619047619,4.9144421629021218,0,239817.004000000000,143303.849000000000,186788.644000000000,25734.238000000000,0.00714285714285714286,-0.00704225352112676056,0.05617977528089887640,0.0044791290227416966049260601897850747809,226599.000000000000,0.8125,0.375,0,2.83,712.3120000000000000,1472.0070000000000000,545.7650000000000000,0.86482877379007144100,,,8.3189860138854704,0.15584923356231299814,1.62526810837350443400,101.3740296697671400,,22715.099743380000,10.030785169263766,25734.238000000000,0.88268009891647073444,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,Safe
746,NVB,2016,3,2016Q3,201609,2016-09-30,2016-09-30,HNX,0.89285714285714285714,6.0479123887748118,0,57798.577000000000,23121.380000000000,40505.691000000000,3225.0740000000000000,0.00000000000000000000,-0.03333333333333333333,-0.03333333333333333333,0.0400840792606081175872393812740163719306,3250.0000000000000000,0.25,0,1,0.01,0.35500000000000000000,27.6060000000000000,27.1620000000000000,0.45621241315130260000,,,16.9216281548888491,0.12832813755789141848,1.63561494503275909200,47.67817410807137756000,1.01061680567692427300,8930.2959646400000000,9.0972048160581785,3225.0740000000000000,2.7690204828292312,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Risky
974,SHB,2016,3,2016Q3,201609,2016-09-30,2016-09-30,HOSE,0.50000000000000000000,,1,215007.857000000000,145627.057000000000,163082.658000000000,11964.147000000000,0.00000000000000000000,-0.24418604651162790698,,0.0252899241821731667764752552407945355933,3425231.550000000000,0.5,1,0.75,1.72,203.4640000000000000,508.2920000000000000,244.6920000000000000,,,,16.9710143146853679,0.13488661136067696951,1.72421309552448026000,62.81883169257626481900,13.64132320666051391800,6231.8149894000000000,8.7374228999147887,11964.147000000000,0.52087415754754601394,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Safe
1093,STB,2016,3,2016Q3,201609,2016-09-30,2016-09-30,HOSE,1.0119047619047619,10.2203969883641342,0,320056.340000000000,192649.887000000000,285405.282000000000,22671.036000000000,-0.00745473908413205538,-0.17522123893805309735,-0.09514563106796116505,0.0224866852136113989594037422027563037864,1455418.000000000000,0.0625,0.75,0.625,0.66,150.1710000000000000,132.8500000000000000,54.1780000000000000,0.30248746106773922800,,,13.1174113084201357,0.06263478305572221551,2.35883982484023524800,,12.72658344136392477900,17570.210473120000,9.7739601602283466,22671.036000000000,0.77500695041549931816,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,Risky
1310,VCB,2016,3,2016Q3,201609,2016-09-30,2016-09-30,HOSE,0.84126984126984126984,7.2525667351129363,0,737584.857000000000,437976.900000000000,573152.682000000000,47536.851000000000,0.00000000000000000000,0.0723951285520974,0.2896663954434500,0.0253061563293995656209438197151170839564,2030388.000000000000,0.9375,0.875,0.875,3.4,1636.8620000000000000,3556.5760000000000000,1510.0570000000000000,0.63403095836230052600,,,14.5160647262899261,0.20702010694600862306,1.84353134088233278200,120.6327691721602500,28.06863673096009181000,132437.450239900000,11.793865739285431,47536.851000000000,2.7859954425651796,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Safe
91,ACB,2016,4,2016Q4,201612,2016-12-31,2016-12-30,HOSE,1.2698412698412698,,1,233680.877000000000,161604.426000000000,207051.269000000000,14062.716000000000,0.00000000000000000000,0.00990099009900990099,0.0443686006825939,0.0208308774826083860590210724534133144911,241122.800000000000,0.875,0.375,0.5,2.36,328.3570000000000000,1077.6690000000000000,654.9400000000000000,0.84154033805486232100,,,15.6170515709767587,0.08194234446758708630,1.32109913256110467600,87.01773825276318368000,,15718.169192940000,9.6625725956473562,14062.716000000000,1.11771930777383259393,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,Growth
197,BID,2016,4,2016Q4,201612,2016-12-31,2016-12-30,HOSE,1.0992063492063492,2.9349760438056126,0,1006635.168000000000,713681.558000000000,726185.075000000000,44217.404000000000,-0.00661375661375661376,-0.12470862470862470862,-0.16369710467706013363,0.0185858592586840854255995133009994304766,1649411.500000000000,0.375,0.75,0.375,3.41,1538.5890000000000000,4278.2230000000000000,2301.5450000000000000,0.71850332388887932000,,,21.7655872334793784,0.12033236847028937425,1.67999679497074429100,74.76910942063005784900,18.45738885885561486900,54673.289727100000,10.909130564344240,44217.404000000000,1.2364653910279310,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Safe
313,CTG,2016,4,2016Q4,201612,2016-12-31,2016-12-30,HOSE,1.0396825396825397,7.4606433949349760,0,948699.076000000000,655125.731000000000,654422.705000000000,62972.183000000000,0.00313971742543171115,-0.13061224489795918367,-0.12585499316005471956,0.0123601513724354619659350809742357984723,590892.000000000000,0.375,0.5,0.25,2.61,1622.6740000000000000,2089.4930000000000000,44.6700000000000000,0.56251548900180497600,,,14.0653674496245430,0.12989748522855340241,0.91849568291473717400,92.05767020622227977600,,49630.776230430000,10.812366408806347,62972.183000000000,0.78813809313915637957,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,Risky
381,EIB,2016,4,2016Q4,201612,2016-12-31,2016-12-30,HOSE,1.2698412698412698,7.1786447638603696,0,128783.608000000000,85824.814000000000,102351.494000000000,13448.419000000000,-0.06250000000000000000,-0.12556053811659192825,-0.20299727520435967302,0.0328681713795351276365310717674672041290,118121.000000000000,0.1875,0.125,0.875,1.12,149.8980000000000000,354.1550000000000000,165.8560000000000000,0.55153269023311792700,,,8.5761150808879468,0.12196303766407319105,1.85874925223978841300,55.21551636588907959000,,10896.9155509500000000,9.2962350511946313,13448.419000000000,0.81027483981202548790,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,Risky
591,MBB,2016,4,2016Q4,201612,2016-12-31,2016-12-30,HOSE,1.2698412698412698,5.1663244353182752,0,256258.500000000000,148687.389000000000,194812.397000000000,26588.446000000000,0.04511278195488721805,-0.00358422939068100358,-0.02797202797202797203,0.0116769323570422192202556036324495950331,224583.500000000000,0.6875,0.25,0.125,2.66,695.0720000000000000,1764.3060000000000000,902.1730000000000000,0.92027886142106303200,,,8.6379645504667704,0.17155577452862008732,1.62526810837350443400,101.3740296697671400,,22392.899747020000,10.016499212016290,26588.446000000000,0.84220415691161491725,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,Safe
747,NVB,2016,4,2016Q4,201612,2016-12-31,2016-12-30,HNX,1.0357142857142857,6.2997946611909651,0,69011.024000000000,25061.907000000000,41791.608000000000,3230.5650000000000000,0.06666666666666666667,-0.18644067796610169492,-0.12727272727272727273,0.0579262349015122534587402360452249761550,20400.000000000000,0.25,0,1,0.17,5.4910000000000000,115.9450000000000000,109.0820000000000000,0.44286394371669066300,,,20.3619054252119985,0.20412046683955184928,1.63561494503275909200,47.67817410807137756000,1.01061680567692427300,7390.5897638400000000,8.9079628164196501,3230.5650000000000000,2.2877081141657883,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Risky
